"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"FFPRBUS","197413","56.294408","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197501","4.731639","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197502","4.381549","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197503","4.643579","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197504","4.533965","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197505","4.644549","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197506","4.553746","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197507","4.396385","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197508","4.518846","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197509","4.486607","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197510","4.700282","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197511","4.461868","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197512","4.643518","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197513","54.696919","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197601","4.59452","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197602","4.416439","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197603","4.753379","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197604","4.543052","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197605","4.622377","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197606","4.575462","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197607","4.313708","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197608","4.487455","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197609","4.530889","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197610","4.600868","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197611","4.547319","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197612","4.698756","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197613","54.683564","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197701","4.316486","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197702","4.252271","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197703","4.888075","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197704","4.597192","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197705","4.72232","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197706","4.645165","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197707","4.417123","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197708","4.607554","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197709","4.803085","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197710","4.8703","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197711","4.821366","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197712","4.12168","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197713","55.059451","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197801","3.91598","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197802","3.676065","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197803","4.352372","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197804","4.705855","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197805","4.959267","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197806","4.7963","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197807","4.632517","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197808","4.841779","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197809","4.564316","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197810","4.959112","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197811","4.85622","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197812","4.770957","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197813","55.03064","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197901","4.742426","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197902","4.408445","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197903","4.952546","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197904","4.770662","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197905","4.977269","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197906","4.847761","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197907","4.524046","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197908","4.98963","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197909","4.717572","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197910","5.178934","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197911","4.94752","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197912","4.89564","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","197913","57.951852","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198001","5.11377","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198002","4.804588","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198003","5.14794","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198004","4.909243","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198005","5.010862","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198006","4.833075","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198007","4.687391","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198008","4.782434","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198009","4.775533","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198010","4.962184","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198011","4.828384","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198012","5.124584","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198013","58.979084","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198101","4.933286","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198102","4.710872","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198103","5.201903","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198104","4.135199","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198105","4.245212","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198106","4.672515","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198107","5.007101","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198108","5.177108","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198109","5.06372","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198110","5.254067","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198111","4.954065","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198112","5.132915","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198113","58.488231","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198201","4.918393","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198202","4.728817","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198203","5.267363","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198204","4.87061","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198205","4.856617","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198206","4.760056","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198207","4.590146","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198208","4.8292","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198209","4.613666","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198210","4.764703","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198211","4.580885","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198212","4.635404","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198213","57.415947","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198301","4.702314","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198302","4.289048","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198303","4.665589","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198304","4.434922","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198305","4.490949","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198306","4.370639","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198307","4.325726","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198308","4.710642","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198309","4.546845","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198310","4.699021","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198311","4.57485","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198312","4.557628","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198313","54.368171","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198401","4.974302","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198402","4.770232","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198403","5.060365","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198404","4.813677","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198405","5.066725","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198406","4.841043","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198407","4.924416","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198408","5.242373","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198409","4.889833","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198410","4.800286","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198411","4.636625","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198412","4.789315","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198413","58.809192","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198501","4.868823","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198502","4.573561","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198503","4.985737","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198504","4.80526","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198505","4.906735","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198506","4.670048","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198507","4.656111","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198508","4.85715","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198509","4.673938","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198510","4.929382","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198511","4.63135","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198512","4.943628","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198513","57.501721","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198601","5.143178","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198602","4.634737","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198603","4.965916","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198604","4.664471","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198605","4.70561","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198606","4.537852","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198607","4.536041","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198608","4.667907","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198609","4.511383","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198610","4.768518","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198611","4.591745","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198612","4.811648","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198613","56.539007","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198701","4.931783","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198702","4.528326","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198703","4.875851","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198704","4.617703","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198705","4.619925","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198706","4.635733","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198707","4.543756","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198708","4.798734","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198709","4.721206","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198710","4.997007","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198711","4.846465","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198712","5.014152","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198713","57.130643","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198801","4.950223","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198802","4.752379","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198803","5.086477","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198804","4.695146","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198805","4.744347","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198806","4.660775","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198807","4.550257","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198808","4.994209","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198809","4.720908","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198810","4.865084","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198811","4.884987","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198812","4.941064","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198813","57.845857","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198901","4.999261","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198902","4.541252","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198903","5.054078","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198904","4.706294","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198905","4.894828","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198906","4.649672","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198907","4.433687","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198908","4.975478","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198909","4.718105","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198910","4.921508","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198911","4.890853","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198912","4.662688","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","198913","57.447703","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199001","5.179279","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199002","4.657415","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199003","5.088291","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199004","4.765123","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199005","4.890589","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199006","4.715347","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199007","4.697539","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199008","4.997071","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199009","4.686923","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199010","5.150339","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199011","4.927586","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199012","4.767685","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199013","58.523186","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199101","5.071747","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199102","4.680405","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199103","4.988368","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199104","4.729014","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199105","4.763018","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199106","4.560109","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199107","4.691643","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199108","4.89135","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199109","4.684678","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199110","5.059727","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199111","4.824607","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199112","4.886484","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199113","57.831148","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199201","5.064879","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199202","4.652962","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199203","4.904112","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199204","4.74219","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199205","4.759585","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199206","4.666411","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199207","4.772195","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199208","4.768049","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199209","4.709341","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199210","4.937301","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199211","4.724958","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199212","4.912697","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199213","57.614681","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199301","4.807679","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199302","4.417378","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199303","4.892433","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199304","4.609189","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199305","4.552242","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199306","4.60316","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199307","4.444029","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199308","4.592797","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199309","4.587056","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199310","4.767653","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199311","4.69533","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199312","4.811324","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199313","55.78027","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199401","4.725538","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199402","4.516633","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199403","5.139909","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199404","4.807947","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199405","4.809569","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199406","4.767774","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199407","4.662735","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199408","5.033069","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199409","4.800529","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199410","4.840115","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199411","4.868054","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199412","5.030171","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199413","58.002045","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199501","4.95383","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199502","4.561374","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199503","5.021481","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199504","4.646312","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199505","4.808047","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199506","4.708923","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199507","4.68337","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199508","4.853799","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199509","4.766712","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199510","4.872342","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199511","4.826497","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199512","4.79371","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199513","57.496395","1","Total Fossil Fuels Production","Quadrillion Btu"
"FFPRBUS","199601","4.791416","1","Total Fossil Fuels Production","Quadrillion Btu"
